Classifier,Dataset,Accuracy
WEASEL,ECGFiveDays,0.9965156794425087
WEASEL,ElectricDevices,0.7624173258980677
WEASEL,EOGHorizontalSignal,0.511049723756906
WEASEL,EOGVerticalSignal,0.3149171270718232
WEASEL,EthanolLevel,0.52
WEASEL,FaceAll,0.7881656804733728
WEASEL,FaceFour,0.9659090909090909
WEASEL,FacesUCR,0.8907317073170732
WEASEL,FiftyWords,0.7714285714285715
WEASEL,Fish,0.9828571428571429
WEASEL,FordA,0.953030303030303
WEASEL,FordB,0.8148148148148148
WEASEL,FreezerRegularTrain,0.9835087719298246
WEASEL,FreezerSmallTrain,0.9698245614035088
WEASEL,GunPoint,1.0
WEASEL,GunPointAgeSpan,0.9936708860759493
WEASEL,GunPointMaleVersusFemale,0.990506329113924
WEASEL,GunPointOldVersusYoung,0.9873015873015873
WEASEL,Ham,0.7047619047619048
WEASEL,HandOutlines,0.8864864864864865
WEASEL,Haptics,0.36363636363636365
WEASEL,Herring,0.59375
WEASEL,HouseTwenty,0.9495798319327731
WEASEL,InlineSkate,0.5672727272727273
WEASEL,InsectEPGRegularTrain,1.0
WEASEL,InsectEPGSmallTrain,1.0
WEASEL,InsectWingbeatSound,0.6368686868686869
WEASEL,ItalyPowerDemand,0.9446064139941691
WEASEL,LargeKitchenAppliances,0.6746666666666666
WEASEL,Lightning2,0.7213114754098361
WEASEL,Lightning7,0.8082191780821918
WEASEL,Mallat,0.9466950959488273
WEASEL,Meat,0.85
WEASEL,MedicalImages,0.7315789473684211
WEASEL,MiddlePhalanxOutlineAgeGroup,0.6168831168831169
WEASEL,MiddlePhalanxOutlineCorrect,0.7628865979381443
WEASEL,MiddlePhalanxTW,0.564935064935065
WEASEL,MixedShapesRegularTrain,0.9785567010309278
WEASEL,MixedShapesSmallTrain,0.9534020618556701
WEASEL,MoteStrain,0.9496805111821086
WEASEL,NonInvasiveFetalECGThorax1,0.9002544529262086
WEASEL,NonInvasiveFetalECGThorax2,0.9231552162849873
WEASEL,OliveOil,0.9
WEASEL,OSULeaf,0.9752066115702479
WEASEL,PhalangesOutlinesCorrect,0.7972027972027972
WEASEL,Phoneme,0.31329113924050633
WEASEL,PickupGestureWiimoteZ,0.68
WEASEL,PigAirwayPressure,0.8028846153846154
WEASEL,PigArtPressure,1.0
WEASEL,PigCVP,0.9615384615384616
WEASEL,Plane,1.0
WEASEL,PowerCons,0.9555555555555556
WEASEL,ProximalPhalanxOutlineAgeGroup,0.8390243902439024
WEASEL,ProximalPhalanxOutlineCorrect,0.8865979381443299
WEASEL,ProximalPhalanxTW,0.8097560975609757
WEASEL,RefrigerationDevices,0.544
WEASEL,Rock,0.9
WEASEL,ScreenType,0.4
WEASEL,SemgHandGenderCh2,0.77
WEASEL,SemgHandMovementCh2,0.31333333333333335
WEASEL,SemgHandSubjectCh2,0.6355555555555555
WEASEL,ShakeGestureWiimoteZ,0.86
WEASEL,ShapeletSim,1.0
WEASEL,ShapesAll,0.935
WEASEL,SmallKitchenAppliances,0.752
WEASEL,SmoothSubspace,0.7666666666666667
WEASEL,SonyAIBORobotSurface1,0.891846921797005
WEASEL,SonyAIBORobotSurface2,0.9401888772298006
WEASEL,StarLightCurves,0.975594949004371
WEASEL,Strawberry,0.9783783783783784
WEASEL,SwedishLeaf,0.9648
WEASEL,Symbols,0.9758793969849247
WEASEL,SyntheticControl,0.9933333333333333
WEASEL,ToeSegmentation1,0.9736842105263158
WEASEL,ToeSegmentation2,0.9153846153846154
WEASEL,Trace,1.0
WEASEL,TwoLeadECG,0.9982440737489026
WEASEL,TwoPatterns,0.989
WEASEL,UMD,0.9791666666666666
WEASEL,UWaveGestureLibraryAll,0.8512004466778336
WEASEL,UWaveGestureLibraryX,0.8012283640424344
WEASEL,UWaveGestureLibraryY,0.6686208821887214
WEASEL,UWaveGestureLibraryZ,0.7384142936906756
WEASEL,Wafer,0.999675535366645
WEASEL,Wine,0.7777777777777778
WEASEL,WordSynonyms,0.6865203761755486
WEASEL,Worms,0.8051948051948052
WEASEL,WormsTwoClass,0.8181818181818182
WEASEL,Yoga,0.8853333333333333
BOSS,ACSF1,0.9
BOSS,Adiac,0.7723785166240409
BOSS,ArrowHead,0.8285714285714286
BOSS,Beef,0.7666666666666667
BOSS,BeetleFly,0.95
BOSS,BirdChicken,1.0
BOSS,BME,0.7666666666666667
BOSS,Car,0.8166666666666667
BOSS,CBF,0.9988888888888889
BOSS,Chinatown,0.924198250728863
BOSS,ChlorineConcentration,0.6541666666666667
BOSS,CinCECGTorso,0.7840579710144927
BOSS,Coffee,1.0
BOSS,Computers,0.688
BOSS,CricketX,0.7
BOSS,CricketY,0.7307692307692307
BOSS,CricketZ,0.7128205128205128
BOSS,Crop,0.6918452380952381
BOSS,DiatomSizeReduction,0.9215686274509803
BOSS,DistalPhalanxOutlineAgeGroup,0.7553956834532374
BOSS,DistalPhalanxOutlineCorrect,0.7427536231884058
BOSS,DistalPhalanxTW,0.7050359712230215
BOSS,Earthquakes,0.7482014388489209
BOSS,ECG200,0.87
BOSS,ECG5000,0.9397777777777778
BOSS,ECGFiveDays,1.0
BOSS,ElectricDevices,0.7120995979769161
BOSS,EOGHorizontalSignal,0.4530386740331492
BOSS,EOGVerticalSignal,0.43370165745856354
BOSS,EthanolLevel,0.468
BOSS,FaceAll,0.7751479289940828
BOSS,FaceFour,1.0
BOSS,FacesUCR,0.9541463414634146
BOSS,FiftyWords,0.7274725274725274
BOSS,Fish,0.9771428571428571
BOSS,FordA,0.918939393939394
BOSS,FordB,0.8185185185185185
BOSS,FreezerRegularTrain,0.983859649122807
BOSS,FreezerSmallTrain,0.9129824561403509
BOSS,GunPoint,1.0
BOSS,GunPointAgeSpan,1.0
BOSS,GunPointMaleVersusFemale,1.0
BOSS,GunPointOldVersusYoung,1.0
BOSS,Ham,0.6857142857142857
BOSS,HandOutlines,0.9135135135135135
BOSS,Haptics,0.5064935064935064
BOSS,Herring,0.59375
BOSS,HouseTwenty,0.957983193277311
BOSS,InlineSkate,0.4636363636363636
BOSS,InsectEPGRegularTrain,1.0
BOSS,InsectEPGSmallTrain,0.9959839357429718
BOSS,InsectWingbeatSound,0.5262626262626262
BOSS,ItalyPowerDemand,0.9271137026239067
BOSS,LargeKitchenAppliances,0.7626666666666667
BOSS,Lightning2,0.7868852459016393
BOSS,Lightning7,0.7123287671232876
BOSS,Mallat,0.9394456289978678
BOSS,Meat,0.9
BOSS,MedicalImages,0.7065789473684211
BOSS,MiddlePhalanxOutlineAgeGroup,0.5714285714285714
BOSS,MiddlePhalanxOutlineCorrect,0.7766323024054983
BOSS,MiddlePhalanxTW,0.5324675324675324
BOSS,MixedShapesRegularTrain,0.9455670103092784
BOSS,MixedShapesSmallTrain,0.9055670103092783
BOSS,MoteStrain,0.9113418530351438
BOSS,NonInvasiveFetalECGThorax1,0.8356234096692112
BOSS,NonInvasiveFetalECGThorax2,0.8666666666666667
BOSS,OliveOil,0.8666666666666667
BOSS,OSULeaf,0.9545454545454546
BOSS,PhalangesOutlinesCorrect,0.7668997668997669
BOSS,Phoneme,0.21677215189873417
BOSS,PickupGestureWiimoteZ,0.6
BOSS,PigAirwayPressure,0.8894230769230769
BOSS,PigArtPressure,0.9855769230769231
BOSS,PigCVP,0.9471153846153846
BOSS,Plane,1.0
BOSS,PowerCons,0.8944444444444445
BOSS,ProximalPhalanxOutlineAgeGroup,0.8390243902439024
BOSS,ProximalPhalanxOutlineCorrect,0.8487972508591065
BOSS,ProximalPhalanxTW,0.8097560975609757
BOSS,RefrigerationDevices,0.49066666666666664
BOSS,Rock,0.9
BOSS,ScreenType,0.43733333333333335
BOSS,SemgHandGenderCh2,0.875
BOSS,SemgHandMovementCh2,0.6422222222222222
BOSS,SemgHandSubjectCh2,0.8288888888888889
BOSS,ShakeGestureWiimoteZ,0.64
BOSS,ShapeletSim,1.0
BOSS,ShapesAll,0.905
BOSS,SmallKitchenAppliances,0.7973333333333333
BOSS,SmoothSubspace,0.38
BOSS,SonyAIBORobotSurface1,0.6189683860232945
BOSS,SonyAIBORobotSurface2,0.8982161594963274
BOSS,StarLightCurves,0.9776590577950461
BOSS,Strawberry,0.9702702702702702
BOSS,SwedishLeaf,0.9184
BOSS,Symbols,0.9608040201005025
BOSS,SyntheticControl,0.9633333333333334
BOSS,ToeSegmentation1,0.9385964912280702
BOSS,ToeSegmentation2,0.9692307692307692
BOSS,Trace,1.0
BOSS,TwoLeadECG,0.9824407374890255
BOSS,TwoPatterns,0.99275
BOSS,UMD,0.9791666666666666
BOSS,UWaveGestureLibraryAll,0.9349525404801786
BOSS,UWaveGestureLibraryX,0.7601898380792853
BOSS,UWaveGestureLibraryY,0.6733668341708543
BOSS,UWaveGestureLibraryZ,0.6825795644891123
BOSS,Wafer,0.9948085658663206
BOSS,Wine,0.7222222222222222
BOSS,WordSynonyms,0.6504702194357367
BOSS,Worms,0.5584415584415584
BOSS,WormsTwoClass,0.7402597402597403
BOSS,Yoga,0.906
cBOSS,ACSF1,0.89
cBOSS,Adiac,0.7902813299232737
cBOSS,ArrowHead,0.8171428571428572
cBOSS,Beef,0.6666666666666666
cBOSS,BeetleFly,0.95
cBOSS,BirdChicken,0.95
cBOSS,BME,0.6666666666666666
cBOSS,Car,0.8333333333333334
cBOSS,CBF,1.0
cBOSS,Chinatown,0.9504373177842566
cBOSS,ChlorineConcentration,0.67265625
cBOSS,CinCECGTorso,0.8398550724637681
cBOSS,Coffee,1.0
cBOSS,Computers,0.704
cBOSS,CricketX,0.7205128205128205
cBOSS,CricketY,0.7512820512820513
cBOSS,CricketZ,0.7384615384615385
cBOSS,Crop,0.7007142857142857
cBOSS,DiatomSizeReduction,0.8856209150326797
cBOSS,DistalPhalanxOutlineAgeGroup,0.7410071942446043
cBOSS,DistalPhalanxOutlineCorrect,0.7282608695652174
cBOSS,DistalPhalanxTW,0.6834532374100719
cBOSS,Earthquakes,0.7482014388489209
cBOSS,ECG200,0.85
cBOSS,ECG5000,0.9431111111111111
cBOSS,ECGFiveDays,1.0
cBOSS,ElectricDevices,0.7371287770717158
cBOSS,EOGHorizontalSignal,0.5248618784530387
cBOSS,EOGVerticalSignal,0.4143646408839779
cBOSS,EthanolLevel,0.438
cBOSS,FaceAll,0.7798816568047338
cBOSS,FaceFour,0.9772727272727273
cBOSS,FacesUCR,0.9560975609756097
cBOSS,FiftyWords,0.6967032967032967
cBOSS,Fish,0.9828571428571429
cBOSS,FordA,0.9090909090909091
cBOSS,FordB,0.7753086419753087
cBOSS,FreezerRegularTrain,0.9950877192982456
cBOSS,FreezerSmallTrain,0.9775438596491228
cBOSS,GunPoint,1.0
cBOSS,GunPointAgeSpan,1.0
cBOSS,GunPointMaleVersusFemale,0.9968354430379747
cBOSS,GunPointOldVersusYoung,0.9968253968253968
cBOSS,Ham,0.638095238095238
cBOSS,HandOutlines,0.9027027027027027
cBOSS,Haptics,0.4967532467532468
cBOSS,Herring,0.703125
cBOSS,HouseTwenty,0.9663865546218487
cBOSS,InlineSkate,0.46
cBOSS,InsectEPGRegularTrain,1.0
cBOSS,InsectEPGSmallTrain,1.0
cBOSS,InsectWingbeatSound,0.555050505050505
cBOSS,ItalyPowerDemand,0.9154518950437318
cBOSS,LargeKitchenAppliances,0.7253333333333334
cBOSS,Lightning2,0.7704918032786885
cBOSS,Lightning7,0.7123287671232876
cBOSS,Mallat,0.9424307036247335
cBOSS,Meat,0.8833333333333333
cBOSS,MedicalImages,0.6684210526315789
cBOSS,MiddlePhalanxOutlineAgeGroup,0.5974025974025974
cBOSS,MiddlePhalanxOutlineCorrect,0.7491408934707904
cBOSS,MiddlePhalanxTW,0.551948051948052
cBOSS,MixedShapesRegularTrain,0.9476288659793815
cBOSS,MixedShapesSmallTrain,0.8993814432989691
cBOSS,MoteStrain,0.9353035143769968
cBOSS,NonInvasiveFetalECGThorax1,0.8274809160305343
cBOSS,NonInvasiveFetalECGThorax2,0.8625954198473282
cBOSS,OliveOil,0.8666666666666667
cBOSS,OSULeaf,0.9834710743801653
cBOSS,PhalangesOutlinesCorrect,0.7762237762237763
cBOSS,Phoneme,0.29641350210970463
cBOSS,PickupGestureWiimoteZ,0.64
cBOSS,PigAirwayPressure,0.9086538461538461
cBOSS,PigArtPressure,0.9903846153846154
cBOSS,PigCVP,0.9711538461538461
cBOSS,Plane,1.0
cBOSS,PowerCons,0.8777777777777778
cBOSS,ProximalPhalanxOutlineAgeGroup,0.848780487804878
cBOSS,ProximalPhalanxOutlineCorrect,0.8419243986254296
cBOSS,ProximalPhalanxTW,0.8
cBOSS,RefrigerationDevices,0.48
cBOSS,Rock,0.9
cBOSS,ScreenType,0.472
cBOSS,SemgHandGenderCh2,0.865
cBOSS,SemgHandMovementCh2,0.6266666666666667
cBOSS,SemgHandSubjectCh2,0.8266666666666667
cBOSS,ShakeGestureWiimoteZ,0.72
cBOSS,ShapeletSim,0.95
cBOSS,ShapesAll,0.9133333333333333
cBOSS,SmallKitchenAppliances,0.8053333333333333
cBOSS,SmoothSubspace,0.4066666666666667
cBOSS,SonyAIBORobotSurface1,0.5241264559068219
cBOSS,SonyAIBORobotSurface2,0.869884575026233
cBOSS,StarLightCurves,0.9763234579893152
cBOSS,Strawberry,0.972972972972973
cBOSS,SwedishLeaf,0.9248
cBOSS,Symbols,0.9316582914572864
cBOSS,SyntheticControl,0.9666666666666667
cBOSS,ToeSegmentation1,0.9473684210526315
cBOSS,ToeSegmentation2,0.9615384615384616
cBOSS,Trace,1.0
cBOSS,TwoLeadECG,0.9964881474978051
cBOSS,TwoPatterns,0.99275
cBOSS,UMD,0.9791666666666666
cBOSS,UWaveGestureLibraryAll,0.9296482412060302
cBOSS,UWaveGestureLibraryX,0.7554438860971524
cBOSS,UWaveGestureLibraryY,0.6811836962590732
cBOSS,UWaveGestureLibraryZ,0.6915131211613623
cBOSS,Wafer,0.9991888384166125
cBOSS,Wine,0.7777777777777778
cBOSS,WordSynonyms,0.6630094043887147
cBOSS,Worms,0.6103896103896104
cBOSS,WormsTwoClass,0.8051948051948052
cBOSS,Yoga,0.9203333333333333
TDE,ACSF1,0.91
TDE,Adiac,0.7800511508951407
TDE,ArrowHead,0.88
TDE,Beef,0.8
TDE,BeetleFly,0.95
TDE,BirdChicken,0.95
TDE,BME,0.9
TDE,Car,0.8333333333333334
TDE,CBF,0.9955555555555555
TDE,Chinatown,0.956268221574344
TDE,ChlorineConcentration,0.7010416666666667
TDE,CinCECGTorso,0.9971014492753624
TDE,Coffee,1.0
TDE,Computers,0.72
TDE,CricketX,0.8179487179487179
TDE,CricketY,0.7948717948717948
TDE,CricketZ,0.8076923076923077
TDE,Crop,0.7170238095238095
TDE,DiatomSizeReduction,0.8921568627450981
TDE,DistalPhalanxOutlineAgeGroup,0.7410071942446043
TDE,DistalPhalanxOutlineCorrect,0.717391304347826
TDE,DistalPhalanxTW,0.6474820143884892
TDE,Earthquakes,0.7482014388489209
TDE,ECG200,0.85
TDE,ECG5000,0.9437777777777778
TDE,ECGFiveDays,1.0
TDE,ElectricDevices,0.7454286084813903
TDE,EOGHorizontalSignal,0.47790055248618785
TDE,EOGVerticalSignal,0.48342541436464087
TDE,EthanolLevel,0.492
TDE,FaceAll,0.7769230769230769
TDE,FaceFour,1.0
TDE,FacesUCR,0.9521951219512195
TDE,FiftyWords,0.7912087912087912
TDE,Fish,0.9828571428571429
TDE,FordA,0.9257575757575758
TDE,FordB,0.817283950617284
TDE,FreezerRegularTrain,0.9943859649122807
TDE,FreezerSmallTrain,0.8778947368421053
TDE,GunPoint,1.0
TDE,GunPointAgeSpan,1.0
TDE,GunPointMaleVersusFemale,0.9968354430379747
TDE,GunPointOldVersusYoung,0.9968253968253968
TDE,Ham,0.638095238095238
TDE,HandOutlines,0.9216216216216216
TDE,Haptics,0.5422077922077922
TDE,Herring,0.59375
TDE,HouseTwenty,0.9747899159663865
TDE,InlineSkate,0.5072727272727273
TDE,InsectEPGRegularTrain,1.0
TDE,InsectEPGSmallTrain,1.0
TDE,InsectWingbeatSound,0.5959595959595959
TDE,ItalyPowerDemand,0.9601554907677357
TDE,LargeKitchenAppliances,0.8213333333333334
TDE,Lightning2,0.7868852459016393
TDE,Lightning7,0.7123287671232876
TDE,Mallat,0.9053304904051173
TDE,Meat,0.8833333333333333
TDE,MedicalImages,0.756578947368421
TDE,MiddlePhalanxOutlineAgeGroup,0.564935064935065
TDE,MiddlePhalanxOutlineCorrect,0.7594501718213058
TDE,MiddlePhalanxTW,0.5974025974025974
TDE,MixedShapesRegularTrain,0.9748453608247423
TDE,MixedShapesSmallTrain,0.9484536082474226
TDE,MoteStrain,0.9512779552715654
TDE,NonInvasiveFetalECGThorax1,0.8351145038167939
TDE,NonInvasiveFetalECGThorax2,0.8824427480916031
TDE,OliveOil,0.8666666666666667
TDE,OSULeaf,0.9545454545454546
TDE,PhalangesOutlinesCorrect,0.7738927738927739
TDE,Phoneme,0.3639240506329114
TDE,PickupGestureWiimoteZ,0.66
TDE,PigAirwayPressure,0.9615384615384616
TDE,PigArtPressure,1.0
TDE,PigCVP,0.9519230769230769
TDE,Plane,1.0
TDE,PowerCons,0.95
TDE,ProximalPhalanxOutlineAgeGroup,0.8634146341463415
TDE,ProximalPhalanxOutlineCorrect,0.8625429553264605
TDE,ProximalPhalanxTW,0.8
TDE,RefrigerationDevices,0.5253333333333333
TDE,Rock,0.84
TDE,ScreenType,0.56
TDE,SemgHandGenderCh2,0.8783333333333333
TDE,SemgHandMovementCh2,0.6911111111111111
TDE,SemgHandSubjectCh2,0.8422222222222222
TDE,ShakeGestureWiimoteZ,0.82
TDE,ShapeletSim,1.0
TDE,ShapesAll,0.935
TDE,SmallKitchenAppliances,0.8053333333333333
TDE,SmoothSubspace,0.8933333333333333
TDE,SonyAIBORobotSurface1,0.6206322795341098
TDE,SonyAIBORobotSurface2,0.8793284365162645
TDE,StarLightCurves,0.9788732394366197
TDE,Strawberry,0.972972972972973
TDE,SwedishLeaf,0.9216
TDE,Symbols,0.9738693467336683
TDE,SyntheticControl,0.9933333333333333
TDE,ToeSegmentation1,0.9736842105263158
TDE,ToeSegmentation2,0.9461538461538461
TDE,Trace,1.0
TDE,TwoLeadECG,0.9991220368744512
TDE,TwoPatterns,0.9985
TDE,UMD,0.9652777777777778
TDE,UWaveGestureLibraryAll,0.9511446119486321
TDE,UWaveGestureLibraryX,0.8294249022892239
TDE,UWaveGestureLibraryY,0.785036292573981
TDE,UWaveGestureLibraryZ,0.7883863763260748
TDE,Wafer,0.9995133030499675
TDE,Wine,0.6296296296296297
TDE,WordSynonyms,0.7554858934169278
TDE,Worms,0.7922077922077922
TDE,WormsTwoClass,0.7922077922077922
TDE,Yoga,0.9256666666666666
MultiRocket,ACSF1,0.89
MultiRocket,Adiac,0.8363171355498721
MultiRocket,ArrowHead,0.8628571428571429
MultiRocket,Beef,0.7666666666666667
MultiRocket,BeetleFly,0.9
MultiRocket,BirdChicken,0.9
MultiRocket,BME,1.0
MultiRocket,Car,0.9166666666666666
MultiRocket,CBF,0.9955555555555555
MultiRocket,Chinatown,0.9766763848396501
MultiRocket,ChlorineConcentration,0.78984375
MultiRocket,CinCECGTorso,0.9507246376811594
MultiRocket,Coffee,1.0
MultiRocket,Computers,0.796
MultiRocket,CricketX,0.7897435897435897
MultiRocket,CricketY,0.8487179487179487
MultiRocket,CricketZ,0.8307692307692308
MultiRocket,Crop,0.7738095238095238
MultiRocket,DiatomSizeReduction,0.9607843137254902
MultiRocket,DistalPhalanxOutlineAgeGroup,0.7769784172661871
MultiRocket,DistalPhalanxOutlineCorrect,0.7971014492753623
MultiRocket,DistalPhalanxTW,0.6906474820143885
MultiRocket,Earthquakes,0.7482014388489209
MultiRocket,ECG200,0.92
MultiRocket,ECG5000,0.9457777777777778
MultiRocket,ECGFiveDays,1.0
MultiRocket,ElectricDevices,0.7369990922059396
MultiRocket,EOGHorizontalSignal,0.643646408839779
MultiRocket,EOGVerticalSignal,0.5359116022099447
MultiRocket,EthanolLevel,0.634
MultiRocket,FaceAll,0.8029585798816568
MultiRocket,FaceFour,0.9545454545454546
MultiRocket,FacesUCR,0.9614634146341463
MultiRocket,FiftyWords,0.8549450549450549
MultiRocket,Fish,0.9828571428571429
MultiRocket,FordA,0.9568181818181818
MultiRocket,FordB,0.8382716049382716
MultiRocket,FreezerRegularTrain,0.9996491228070176
MultiRocket,FreezerSmallTrain,0.9950877192982456
MultiRocket,GunPoint,1.0
MultiRocket,GunPointAgeSpan,1.0
MultiRocket,GunPointMaleVersusFemale,1.0
MultiRocket,GunPointOldVersusYoung,1.0
MultiRocket,Ham,0.7238095238095238
MultiRocket,HandOutlines,0.9540540540540541
MultiRocket,Haptics,0.564935064935065
MultiRocket,Herring,0.703125
MultiRocket,HouseTwenty,0.9915966386554622
MultiRocket,InlineSkate,0.4709090909090909
MultiRocket,InsectEPGRegularTrain,1.0
MultiRocket,InsectEPGSmallTrain,1.0
MultiRocket,InsectWingbeatSound,0.6752525252525252
MultiRocket,ItalyPowerDemand,0.9698736637512148
MultiRocket,LargeKitchenAppliances,0.888
MultiRocket,Lightning2,0.6885245901639344
MultiRocket,Lightning7,0.8356164383561644
MultiRocket,Mallat,0.9257995735607676
MultiRocket,Meat,0.9333333333333333
MultiRocket,MedicalImages,0.7986842105263158
MultiRocket,MiddlePhalanxOutlineAgeGroup,0.6298701298701299
MultiRocket,MiddlePhalanxOutlineCorrect,0.8625429553264605
MultiRocket,MiddlePhalanxTW,0.538961038961039
MultiRocket,MixedShapesRegularTrain,0.9822680412371134
MultiRocket,MixedShapesSmallTrain,0.965360824742268
MultiRocket,MoteStrain,0.9456869009584664
MultiRocket,NonInvasiveFetalECGThorax1,0.9582697201017811
MultiRocket,NonInvasiveFetalECGThorax2,0.9679389312977099
MultiRocket,OliveOil,0.9666666666666667
MultiRocket,OSULeaf,0.9628099173553719
MultiRocket,PhalangesOutlinesCorrect,0.8531468531468531
MultiRocket,Phoneme,0.3528481012658228
MultiRocket,PickupGestureWiimoteZ,0.82
MultiRocket,PigAirwayPressure,0.6057692307692307
MultiRocket,PigArtPressure,0.9519230769230769
MultiRocket,PigCVP,0.8798076923076923
MultiRocket,Plane,1.0
MultiRocket,PowerCons,0.9833333333333333
MultiRocket,ProximalPhalanxOutlineAgeGroup,0.8536585365853658
MultiRocket,ProximalPhalanxOutlineCorrect,0.9278350515463918
MultiRocket,ProximalPhalanxTW,0.824390243902439
MultiRocket,RefrigerationDevices,0.52
MultiRocket,Rock,0.86
MultiRocket,ScreenType,0.552
MultiRocket,SemgHandGenderCh2,0.9433333333333334
MultiRocket,SemgHandMovementCh2,0.8022222222222222
MultiRocket,SemgHandSubjectCh2,0.9155555555555556
MultiRocket,ShakeGestureWiimoteZ,0.94
MultiRocket,ShapeletSim,1.0
MultiRocket,ShapesAll,0.9283333333333333
MultiRocket,SmallKitchenAppliances,0.8213333333333334
MultiRocket,SmoothSubspace,0.9733333333333334
MultiRocket,SonyAIBORobotSurface1,0.8868552412645591
MultiRocket,SonyAIBORobotSurface2,0.9391395592864638
MultiRocket,StarLightCurves,0.9817872753763963
MultiRocket,Strawberry,0.9756756756756757
MultiRocket,SwedishLeaf,0.976
MultiRocket,Symbols,0.9809045226130654
MultiRocket,SyntheticControl,0.9966666666666667
MultiRocket,ToeSegmentation1,0.9473684210526315
MultiRocket,ToeSegmentation2,0.9076923076923077
MultiRocket,Trace,1.0
MultiRocket,TwoLeadECG,0.9982440737489026
MultiRocket,TwoPatterns,1.0
MultiRocket,UMD,0.9930555555555556
MultiRocket,UWaveGestureLibraryAll,0.9807370184254607
MultiRocket,UWaveGestureLibraryX,0.871859296482412
MultiRocket,UWaveGestureLibraryY,0.804857621440536
MultiRocket,Wafer,0.9993510707332901
MultiRocket,Wine,0.8703703703703703
MultiRocket,WordSynonyms,0.7774294670846394
MultiRocket,Worms,0.7532467532467533
MultiRocket,WormsTwoClass,0.7922077922077922
MultiRocket,Yoga,0.9186666666666666
TS-CHIEF,ACSF1,0.807
TS-CHIEF,Adiac,0.779710145
TS-CHIEF,ArrowHead,0.881142857
TS-CHIEF,Beef,0.632222222
TS-CHIEF,BeetleFly,0.958333333
TS-CHIEF,BirdChicken,0.963333333
TS-CHIEF,BME,0.996444444
TS-CHIEF,Car,0.878888889
TS-CHIEF,CBF,0.998444444
TS-CHIEF,Chinatown,0.961835749
TS-CHIEF,ChlorineConcentration,0.660842014
TS-CHIEF,CinCECGTorso,0.953429952
TS-CHIEF,Coffee,0.99047619
TS-CHIEF,Computers,0.753866667
TS-CHIEF,CricketX,0.83042735
TS-CHIEF,CricketY,0.817008547
TS-CHIEF,CricketZ,0.838205128
TS-CHIEF,Crop,0.76210119
TS-CHIEF,DiatomSizeReduction,0.945860566
TS-CHIEF,DistalPhalanxOutlineAgeGroup,0.828057554
TS-CHIEF,DistalPhalanxOutlineCorrect,0.819323671
TS-CHIEF,DistalPhalanxTW,0.691846523
TS-CHIEF,Earthquakes,0.748201439
TS-CHIEF,ECG200,0.855
TS-CHIEF,ECG5000,0.948459259
TS-CHIEF,ECGFiveDays,0.994425087
TS-CHIEF,ElectricDevices,0.865041283
TS-CHIEF,EOGHorizontalSignal,0.853683241
TS-CHIEF,EOGVerticalSignal,0.809484346
TS-CHIEF,EthanolLevel,0.6056
TS-CHIEF,FaceAll,0.982721893
TS-CHIEF,FaceFour,0.999621212
TS-CHIEF,FacesUCR,0.972926829
TS-CHIEF,FiftyWords,0.842710623
TS-CHIEF,Fish,0.98152381
TS-CHIEF,FordA,0.94739899
TS-CHIEF,FreezerRegularTrain,0.998491228
TS-CHIEF,FreezerSmallTrain,0.995461988
TS-CHIEF,GunPoint,1
TS-CHIEF,GunPointAgeSpan,0.999578059
TS-CHIEF,GunPointMaleVersusFemale,0.999367089
TS-CHIEF,GunPointOldVersusYoung,1
TS-CHIEF,Ham,0.805079365
TS-CHIEF,Haptics,0.523268398
TS-CHIEF,Herring,0.597395833
TS-CHIEF,HouseTwenty,0.970308123
TS-CHIEF,InlineSkate,0.571878788
TS-CHIEF,InsectEPGRegularTrain,1
TS-CHIEF,InsectEPGSmallTrain,1
TS-CHIEF,InsectWingbeatSound,0.632222222
TS-CHIEF,ItalyPowerDemand,0.962423064
TS-CHIEF,LargeKitchenAppliances,0.860177778
TS-CHIEF,Lightning2,0.768852459
TS-CHIEF,Lightning7,0.793607306
TS-CHIEF,Mallat,0.976702203
TS-CHIEF,Meat,0.984444444
TS-CHIEF,MedicalImages,0.799122807
TS-CHIEF,MiddlePhalanxOutlineAgeGroup,0.694372294
TS-CHIEF,MiddlePhalanxOutlineCorrect,0.805841924
TS-CHIEF,MiddlePhalanxTW,0.573160173
TS-CHIEF,MixedShapesRegularTrain,0.971381443
TS-CHIEF,MixedShapesSmallTrain,0.947257732
TS-CHIEF,MoteStrain,0.930111821
TS-CHIEF,OliveOil,0.916666667
TS-CHIEF,OSULeaf,0.973553719
TS-CHIEF,PhalangesOutlinesCorrect,0.825330225
TS-CHIEF,Phoneme,0.369848805
TS-CHIEF,PigAirwayPressure,0.960096154
TS-CHIEF,PigArtPressure,0.968910256
TS-CHIEF,PigCVP,0.961378205
TS-CHIEF,Plane,1
TS-CHIEF,PowerCons,0.979444444
TS-CHIEF,ProximalPhalanxOutlineAgeGroup,0.846341463
TS-CHIEF,ProximalPhalanxOutlineCorrect,0.875486827
TS-CHIEF,ProximalPhalanxTW,0.811056911
TS-CHIEF,RefrigerationDevices,0.726844444
TS-CHIEF,Rock,0.832
TS-CHIEF,ScreenType,0.594222222
TS-CHIEF,SemgHandGenderCh2,0.938888889
TS-CHIEF,SemgHandMovementCh2,0.884962963
TS-CHIEF,SemgHandSubjectCh2,0.933111111
TS-CHIEF,ShapeletSim,1
